citation,author,title,year
56,Serge Belongie,Learning to traverse image manifolds,2007
2547,Yohan Kim,Search for the bb decay of the Standard Model Higgs boson in associated (W/Z) H production with the ATLAS detector,2015
2261,Yohan Kim,Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,2015
2050,Yohan Kim,TeV with the ATLAS detector,2015
1923,Yohan Kim,Precise determination of the mass of the Higgs boson and tests of compatibility of its couplings with the standard model predictions using proton collisions at 7 and 8,2008
1572,Yohan Kim,The CMS experiment at the CERN LHC,2014
1374,Yohan Kim,Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,2016
1265,Yohan Kim,Event generator tunes obtained from underlying event and multiparton scattering measurements,2012
1224,Yohan Kim,Search for anomalous ,2016
1155,Yohan Kim, production in the highly-boosted all-hadronic final state,2011
1002,Yohan Kim,Measurements of the Higgs boson production and decay rates and coupling strengths using pp collision data at ,2013
941,Yohan Kim, and 8 TeV in the ATLAS experiment,2015
909,Yohan Kim,Charged particle multiplicities in pp interactions at ,2016
826,Yohan Kim,", 2.36, and 7 TeV",2016
663,Yohan Kim,Searches for long-lived charged particles in pp collisions at ,2013
655,Yohan Kim, =7 and 8 TeV,2014
569,Yohan Kim,Search for disappearing tracks in proton-proton collisions at ,2013
533,Yohan Kim, TeV,2001
516,Yohan Kim,Search for resonances in diphoton events at ,2010
481,Yohan Kim, TeV with the ATLAS detector,2008
446,Yohan Kim,Measurements of the Higgs boson production and decay rates and constraints on its couplings from a combined ATLAS and CMS analysis of the LHC ,2015
432,Yohan Kim, collision data …,1998
392,Yohan Kim,Study of the Mass and Spin-Parity of the Higgs Boson Candidate via Its Decays to ,2012
363,Yohan Kim, Boson Pairs,1980
351,Yohan Kim,Search for the associated production of the Higgs boson with a top-quark pair,2016
342,Yohan Kim,"Observation of long-range, near-side angular correlations in pPb collisions at the LHC",2005
331,Yohan Kim,A novel electrochemically active and Fe (III)-reducing bacterium phylogenetically related to Clostridium butyricum isolated from a microbial fuel cell,2013
323,Yohan Kim,Enhanced Production of Direct Photons in ,2009
317,Yohan Kim, Collisions at ,2014
309,Yohan Kim, and Implications for the Initial Temperature,2010
301,Yohan Kim,Suppression Pattern of Neutral Pions at High Transverse Momentum in ,2015
292,Yohan Kim, Collisions at ,2015
258,Yohan Kim, and Constraints on Medium Transport Coefficients,2012
251,Yohan Kim,Observation and measurement of Higgs boson decays to ,2016
251,Yohan Kim, with the ATLAS detector,2012
226,Yohan Kim,Measurement of the top quark mass,2014
226,Yohan Kim,A search for a doubly-charged Higgs boson in pp collisions at ,2008
220,Yohan Kim,Atomic structure,2011
214,Yohan Kim,Measurement of the top quark mass using proton-proton data at ,2005
211,Yohan Kim, and 8 TeV,2006
208,Yohan Kim,Electroencephalographic study of drowsiness in simulated driving with sleep deprivation,2014
201,Yohan Kim,Search for supersymmetry in hadronic final states with missing transverse energy using the variables αT and b-quark multiplicity in pp collisions at ,2007
195,Yohan Kim,Pre-existing immunity against swine-origin H1N1 influenza viruses in the general human population,2015
194,Yohan Kim,Bacterial physiology and metabolism,2017
190,Yohan Kim,"Peptide binding predictions for HLA DR, DP and DQ molecules",2006
189,Yohan Kim,Search for the Standard Model Higgs boson produced in association with top quarks and decaying into $$\varvec {b\bar {b}} $$ in $$\varvec {pp} $$ pp collisions at $$\sqrt …,2014
183,Yohan Kim,"Searches for Higgs boson pair production in the h h→ b b τ τ, γ γ W W*, γ γ b b, b b b b channels with the ATLAS detector",2007
174,Yohan Kim,Immune epitope database analysis resource,2001
173,Yohan Kim,Search for new phenomena in dijet mass and angular distributions from pp collisions at s= 13TeV with the ATLAS detector,2013
164,Yohan Kim,Combination of the top-quark mass measurements from the Tevatron collider,2016
162,Yohan Kim,Studies of dijet transverse momentum balance and pseudorapidity distributions in pPb collisions at ,2017
162,Yohan Kim,TeV,2015
149,Yohan Kim,Immune epitope database analysis resource (IEDB-AR),2013
148,Yohan Kim,Search for ,2016
147,Yohan Kim, and ,2014
145,Yohan Kim, Decays with CDF II,2016
141,Yohan Kim,Wastewater treatment using membrane filtration—effect of biosolids concentration on cake resistance,2016
139,Yohan Kim,Measurement of Bottom-Quark Hadron Masses in Exclusive ,2016
138,Yohan Kim, Decays with the CDF Detector,2009
135,Yohan Kim,Study of double parton scattering using W + 2-jet events in proton-proton collisions at ,2006
134,Yohan Kim, = 7 TeV,2012
133,Yohan Kim,Circadian fluctuation of mean ocular perfusion pressure is a consistent risk factor for normal-tension glaucoma,2015
129,Yohan Kim,Study of vector boson scattering and search for new physics in events with two same-sign leptons and two jets,2009
126,Yohan Kim,Precision measurement and interpretation of inclusive ,1999
123,Yohan Kim,", ",2013
122,Yohan Kim,W- and ,2015
122,Yohan Kim,Z/γ∗ production cross sections with the ATLAS detector,2014
122,Yohan Kim,Measurement of the ,1998
120,Yohan Kim, production cross section in ,2015
118,Yohan Kim, collisions at ,2015
117,Yohan Kim, using ,2015
116,Yohan Kim, events with jet probability ,2015
116,Yohan Kim,-tagging,2014
115,Yohan Kim,High‐performance biodegradable/transient electronics on biodegradable polymers,2015
111,Yohan Kim,Measurement of the inclusive jet cross section using the ,2014
111,Yohan Kim, algorithm in ,2009
110,Yohan Kim, collisions at ,2016
106,Yohan Kim, with the CDF II detector,2005
105,Yohan Kim,Design and construction of the KSTAR tokamak,2014
105,Yohan Kim,Higgs boson studies at the Tevatron,2009
104,Yohan Kim,Measurements of ,2013
102,Yohan Kim, production cross sections in ,2014
102,Yohan Kim, collisions at ,2012
101,Yohan Kim, with the ATLAS detector and limits on anomalous gauge boson self-couplings,2009
100,Yohan Kim,Search for dark matter in association with a Higgs boson decaying to b-quarks in pp collisions at s= 13TeV with the ATLAS detector,2017
100,Yohan Kim,High-resolution patterns of quantum dots formed by electrohydrodynamic jet printing for light-emitting diodes,2013
